versiculo,localizacao
"Consequentemente, a fé vem por se ouvir a mensagem, e a mensagem é ouvida mediante a palavra de Cristo.",Romanos 10:17
"Se confessarmos os nossos pecados, ele é fiel e justo para perdoar os nossos pecados e nos purificar de toda injustiça.",1 João 1:9
"Entregue suas preocupações ao Senhor, e ele o susterá; jamais permitirá que o justo venha a cair.",Salmos 55:22
"""Venham a mim, todos os que estão cansados e sobrecarregados, e eu darei descanso a vocês. Tomem sobre vocês o meu jugo e aprendam de mim, pois sou manso e humilde de coração, e vocês encontrarão descanso para as suas almas. Pois o meu jugo é suave e o meu fardo é leve"".",Mateus 11:28-30
"Portanto, se alguém está em Cristo, é nova criação. As coisas antigas já passaram; eis que surgiram coisas novas!",2 Coríntios 5:17
"Ele fortalece o cansado e dá grande vigor ao que está sem forças. Até os jovens se cansam e ficam exaustos, e os moços tropeçam e caem; mas aqueles que esperam no Senhor renovam as suas forças. Voam alto como águias; correm e não ficam exaustos, andam e não se cansam.",Isaías 40:29-31
"Aqueles que semeiam com lágrimas, com cantos de alegria colherão. Aquele que sai chorando enquanto lança a semente, voltará com cantos de alegria, trazendo os seus feixes.",Salmos 126:5-6
"Mas agora assim diz o Senhor, aquele que o criou, ó Jacó, aquele que o formou, ó Israel: ""Não tema, pois eu o resgatei; eu o chamei pelo nome; você é meu. Pois eu sou o Senhor, o seu Deus, o Santo de Israel, o seu Salvador; dou o Egito como resgate para livrá-lo, a Etiópia e Sebá em troca de você.","Isaías 43:1,3"
"""Eu disse essas coisas para que em mim vocês tenham paz. Neste mundo vocês terão aflições; contudo, tenham ânimo! Eu venci o mundo"".",João 16:33
Aqui está a perseverança dos santos que obedecem aos mandamentos de Deus e permanecem fiéis a Jesus.,Apocalipse 14:12c
Não os deixarei órfãos; voltarei para vocês.,João 14:18
"O Senhor é refúgio para os oprimidos, uma torre segura na hora da adversidade. Os que conhecem o teu nome confiam em ti, pois tu, Senhor, jamais abandonas os que te buscam.",Salmos 9:9-10
"Sabemos que Deus age em todas as coisas para o bem daqueles que o amam, dos que foram chamados de acordo com o seu propósito.",Romanos 8:28
"Então vi novos céus e nova terra, pois o primeiro céu e a primeira terra tinham passado; e o mar já não existia. Vi a Cidade Santa, a nova Jerusalém, que descia dos céus, da parte de Deus, preparada como uma noiva adornada para o seu marido.",Apocalipse 21:1-2
"Ouvi uma forte voz que vinha do trono e dizia: ""Agora o tabernáculo de Deus está com os homens, com os quais ele viverá. Eles serão os seus povos; o próprio Deus estará com eles e será o seu Deus. Ele enxugará dos seus olhos toda lágrima. Não haverá mais morte, nem tristeza, nem choro, nem dor, pois a antiga ordem já passou"".",Apocalipse 21:3-4
"E não nos cansemos de fazer o bem, pois no tempo próprio colheremos, se não desanimarmos.",Gálatas 6:9
"Nem muitas águas conseguem apagar o amor; os rios não conseguem levá-lo na correnteza. Se alguém oferecesse todas as riquezas da sua casa para adquirir o amor, seria totalmente desprezado.",Cânticos 8:7
"Por essa razão, o homem deixará pai e mãe e se unirá à sua mulher, e eles se tornarão uma só carne.",Gênesis 2:24
"Assim, eles já não são dois, mas sim uma só carne. Portanto, o que Deus uniu, ninguém separe"".",Mateus 19:6
"O amor é paciente, o amor é bondoso. Não inveja, não se vangloria, não se orgulha. Não maltrata, não procura seus interesses, não se ira facilmente, não guarda rancor. O amor não se alegra com a injustiça, mas se alegra com a verdade. Tudo sofre, tudo crê, tudo espera, tudo suporta.",1 Coríntios 13:4-7
"É melhor ter companhia do que estar sozinho, porque maior é a recompensa do trabalho de duas pessoas. Se um cair, o amigo pode ajudá-lo a levantar-se. Mas pobre do homem que cai e não tem quem o ajude a levantar-se!",Eclesiastes 4:9-10
Quem encontra uma esposa encontra algo excelente; recebeu uma bênção do Senhor.,Provérbios 18:22
"Desfrute a vida com a mulher a quem você ama, todos os dias desta vida sem sentido que Deus dá a você debaixo do sol; todos os seus dias sem sentido! Pois essa é a sua recompensa na vida pelo seu árduo trabalho debaixo do sol.",Eclesiastes 9:9
"Mulheres, sujeite-se cada uma a seu marido, como ao Senhor, pois o marido é o cabeça da mulher, como também Cristo é o cabeça da igreja, que é o seu corpo, do qual ele é o Salvador. Assim como a igreja está sujeita a Cristo, também as mulheres estejam em tudo sujeitas a seus maridos.",Efésios 5:22-24
"Maridos, ame cada um a sua mulher, assim como Cristo amou a igreja e entregou-se por ela para santificá-la, tendo-a purificado pelo lavar da água mediante a palavra, e para apresentá-la a si mesmo como igreja gloriosa, sem mancha nem ruga ou coisa semelhante, mas santa e inculpável.",Efésios 5:25-27
"Da mesma forma, os maridos devem amar cada um a sua mulher como a seu próprio corpo. Quem ama sua mulher, ama a si mesmo. Além do mais, ninguém jamais odiou o seu próprio corpo, antes o alimenta e dele cuida, como também Cristo faz com a igreja, pois somos membros do seu corpo.",Efésios 5:28-30
"Portanto, cada um de vocês também ame a sua mulher como a você mesmo, e a mulher trate o marido com todo o respeito.",Efésios 5:33
"Acima de tudo, porém, revistam-se do amor, que é o elo perfeito.",Colossenses 3:14
"Assim brilhe a luz de vocês diante dos homens, para que vejam as suas boas obras e glorifiquem ao Pai de vocês, que está nos céus.",Mateus 5:16
"Sempre haverá pobres na terra. Portanto, eu ordeno a você que abra o coração para o seu irmão israelita, tanto para o pobre como para o necessitado de sua terra.",Deuteronômio 15:11
"Deem e será dado a vocês: uma boa medida, calcada, sacudida e transbordante será dada a vocês. Pois a medida que usarem também será usada para medir vocês"".",Lucas 6:38
"Dê a quem pede, e não volte as costas àquele que deseja pedir algo emprestado.",Mateus 5:42
"""Então os justos lhe responderão: 'Senhor, quando te vimos com fome e te demos de comer, ou com sede e te demos de beber? Quando te vimos como estrangeiro e te acolhemos, ou necessitado de roupas e te vestimos? ""O Rei responderá: 'Digo a verdade: O que vocês fizeram a algum dos meus menores irmãos, a mim o fizeram'.","Mateus 25:37-38,40"
"""O que devemos fazer então?"", perguntavam as multidões. João respondia: ""Quem tem duas túnicas dê uma a quem não tem nenhuma; e quem tem comida faça o mesmo"".",Lucas 3:10-11
"Levem os fardos pesados uns dos outros e, assim, cumpram a lei de Cristo.",Gálatas 6:2
"Vendam o que têm e deem esmolas. Façam para vocês bolsas que não se gastem com o tempo, um tesouro nos céus que não se acabe, onde ladrão algum chega perto e nenhuma traça destrói. Pois, onde estiver o seu tesouro, ali também estará o seu coração.",Lucas 12:33-34
O meu mandamento é este: Amem-se uns aos outros como eu os amei.,João 15:12
"O que furtava não furte mais; antes trabalhe, fazendo algo de útil com as mãos, para que tenha o que repartir com quem estiver em necessidade.",Efésios 4:28
"De que adianta, meus irmãos, alguém dizer que tem fé, se não tem obras? Acaso a fé pode salvá-lo? Se um irmão ou irmã estiver necessitando de roupas e do alimento de cada dia e um de vocês lhe disser: ""Vá em paz, aqueça-se e alimente-se até satisfazer-se"", sem porém lhe dar nada, de que adianta isso? Assim também a fé, por si só, se não for acompanhada de obras, está morta.",Tiago 2:14-17
Compartilhem o que vocês têm com os santos em suas necessidades. Pratiquem a hospitalidade.,Romanos 12:13
"Cada um cuide, não somente dos seus interesses, mas também dos interesses dos outros.",Filipenses 2:4
"Nós, que somos fortes, devemos suportar as fraquezas dos fracos, e não agradar a nós mesmos.",Romanos 15:1
Ninguém tem maior amor do que aquele que dá a sua vida pelos seus amigos.,João 15:13
"Se alguém tiver recursos materiais e, vendo seu irmão em necessidade, não se compadecer dele, como pode permanecer nele o amor de Deus?",1 João 3:17
"Em tudo o que fiz, mostrei a vocês que mediante trabalho árduo devemos ajudar os fracos, lembrando as palavras do próprio Senhor Jesus, que disse: 'Há maior felicidade em dar do que em receber' "".",Atos dos Apóstolos 20:35
"Quem trata bem os pobres empresta ao Senhor, e ele o recompensará.",Provérbios 19:17
"E ele designou alguns para apóstolos, outros para profetas, outros para evangelistas, e outros para pastores e mestres, com o fim de preparar os santos para a obra do ministério, para que o corpo de Cristo seja edificado,",Efésios 4:11-12
"Pregue a palavra, esteja preparado a tempo e fora de tempo, repreenda, corrija, exorte com toda a paciência e doutrina.",2 Timóteo 4:2
"Cuidem de vocês mesmos e de todo o rebanho sobre o qual o Espírito Santo os designou como bispos, para pastorearem a igreja de Deus, que ele comprou com o seu próprio sangue.",Atos dos Apóstolos 20:28
"Esforce-se para saber bem como suas ovelhas estão, dê cuidadosa atenção aos seus rebanhos,",Provérbios 27:23
"Cada um cuide, não somente dos seus interesses, mas também dos interesses dos outros.",Filipenses 2:4
"Meus irmãos, não sejam muitos de vocês mestres, pois vocês sabem que nós, os que ensinamos, seremos julgados com maior rigor.",Tiago 3:1
"Procure apresentar-se a Deus aprovado, como obreiro que não tem do que se envergonhar e que maneja corretamente a palavra da verdade.",2 Timóteo 2:15
"Ao servo do Senhor não convém brigar mas, sim, ser amável para com todos, apto para ensinar, paciente. Deve corrigir com mansidão os que se lhe opõem, na esperança de que Deus lhes conceda o arrependimento, levando-os ao conhecimento da verdade, para que assim voltem à sobriedade e escapem da armadilha do Diabo, que os aprisionou para fazerem a sua vontade.",2 Timóteo 2:24-26
"Os presbíteros que lideram bem a igreja são dignos de dupla honra, especialmente aqueles cujo trabalho é a pregação e o ensino, pois a Escritura diz: ""Não amordace o boi enquanto está debulhando o cereal"", e ""o trabalhador merece o seu salário"".",1 Timóteo 5:17-18
"pastoreiem o rebanho de Deus que está aos seus cuidados. Olhem por ele, não por obrigação, mas de livre vontade, como Deus quer. Não façam isso por ganância, mas com o desejo de servir. Não ajam como dominadores dos que foram confiados a vocês, mas como exemplos para o rebanho. Quando se manifestar o Supremo Pastor, vocês receberão a imperecível coroa da glória.",1 Pedro 5:2-4
"""Ai dos pastores que destroem e dispersam as ovelhas do meu pasto!"", diz o Senhor. Portanto, assim diz o Senhor, Deus de Israel, aos pastores que tomam conta do meu povo: ""Foram vocês que dispersaram e expulsaram o meu rebanho e não cuidaram dele. Mas eu vou castigar vocês pelos seus maus procedimentos"", declara o Senhor.",Jeremias 23:1-2
"""Eu mesmo reunirei os remanescentes do meu rebanho de todas as terras para onde os expulsei e os trarei de volta à sua pastagem, a fim de que cresçam e se multipliquem. Estabelecerei sobre eles pastores que cuidarão deles. E eles não mais terão medo ou pavor, e nenhum deles faltará"", declara o Senhor.",Jeremias 23:3-4
O Senhor é o meu pastor; de nada terei falta.,Salmos 23:1
"O Soberano, o Senhor, vem com poder! Com seu braço forte ele governa. A sua recompensa com ele está, e seu galardão o acompanha. Como pastor ele cuida de seu rebanho, com o braço ajunta os cordeiros e os carrega no colo; conduz com cuidado as ovelhas que amamentam suas crias.",Isaías 40:10-11
"'Mas tu, Belém, da terra de Judá, de forma alguma és a menor em meio às principais cidades de Judá; pois de ti virá o líder que, como pastor, conduzirá Israel, o meu povo'"".",Mateus 2:6
"""Eu sou o bom pastor. O bom pastor dá a sua vida pelas ovelhas.",João 10:11
"""Eu sou o bom pastor; conheço as minhas ovelhas, e elas me conhecem, assim como o Pai me conhece e eu conheço o Pai; e dou a minha vida pelas ovelhas. Tenho outras ovelhas que não são deste aprisco. É necessário que eu as conduza também. Elas ouvirão a minha voz, e haverá um só rebanho e um só pastor.",João 10:14-16
"Cada um dê conforme determinou em seu coração, não com pesar ou por obrigação, pois Deus ama quem dá com alegria. E Deus é poderoso para fazer que toda a graça lhes seja acrescentada, para que em todas as coisas, em todo o tempo, tendo tudo o que é necessário, vocês transbordem em toda boa obra.",2 Coríntios 9:7-8
"Tragam o dízimo todo ao depósito do templo, para que haja alimento em minha casa. Ponham-me à prova"", diz o Senhor dos Exércitos, ""e vejam se não vou abrir as comportas dos céus e derramar sobre vocês tantas bênçãos que nem terão onde guardá-las.",Malaquias 3:10
"Honre o Senhor com todos os seus recursos e com os primeiros frutos de todas as suas plantações; os seus celeiros ficarão plenamente cheios, e os seus barris transbordarão de vinho.",Provérbios 3:9-10
"""Portanto, se você estiver apresentando sua oferta diante do altar e ali se lembrar de que seu irmão tem algo contra você, deixe sua oferta ali, diante do altar, e vá primeiro reconciliar-se com seu irmão; depois volte e apresente sua oferta.",Mateus 5:23-24
"""Não acumulem para vocês tesouros na terra, onde a traça e a ferrugem destroem e onde os ladrões arrombam e furtam. Mas acumulem para vocês tesouros nos céus, onde a traça e a ferrugem não destroem e onde os ladrões não arrombam nem furtam. Pois onde estiver o seu tesouro, aí também estará o seu coração.",Mateus 6:19-21
